collocation,count,count_nested,length,lambda,z
already speeding,1,0,2,7.0088528751423524,4.251235908232732
already spoken,1,0,2,7.0088528751423524,4.251235908232732
already started,1,0,2,7.0088528751423524,4.251235908232732
already stopped,1,0,2,7.0088528751423524,4.251235908232732
already taken,1,0,2,7.0088528751423524,4.251235908232732
european official,1,0,2,7.0088528751423524,4.251235908232732
it reflects,1,0,2,7.0088528751423524,4.251235908232732
it seems,1,0,2,7.0088528751423524,4.251235908232732
believe that,3,0,2,6.442149512117201,4.249275214583551
companies that,3,0,2,6.442149512117201,4.249275214583551
with representatives,1,0,2,4.189724562239406,4.245220042042315
helps ukraine,4,0,2,2.1760694034050885,4.244476618081271
justice with,1,0,2,4.42350860553659,4.244311088188042
talks with,1,0,2,4.42350860553659,4.244311088188042
aggression with,1,0,2,4.934473933130692,4.24237969048099
closer with,1,0,2,4.934473933130692,4.24237969048099
communication with,1,0,2,4.934473933130692,4.24237969048099
guarantee with,1,0,2,4.934473933130692,4.24237969048099
defend our,3,0,2,2.7605818997253566,4.2393640641921495
portuguese people,2,0,2,6.583800332778213,4.231928408156448
has a,1,0,2,3.8999876091098207,4.228879402966182
made a,1,0,2,3.8999876091098207,4.228879402966182
more state,1,0,2,3.8999876091098207,4.228879402966182
was a,1,0,2,3.8999876091098207,4.228879402966182
steps you,1,0,2,4.915102867374693,4.2263032590629575
sure you,1,0,2,4.915102867374693,4.2263032590629575
dedicated work,1,0,2,6.958703391850182,4.222761242462345
effective work,1,0,2,6.958703391850182,4.222761242462345
its assistance,1,0,2,3.773910864173092,4.218637917304876
russian energy,1,0,2,3.773910864173092,4.218637917304876
by supporting,1,0,2,3.775795841789793,4.209390576174416
to maintain,3,0,2,4.1033073910663065,4.19609484861363
to take,3,0,2,4.1033073910663065,4.19609484861363
evening i,1,0,2,6.910936260802289,4.195527660410489
its creation,1,0,2,6.910936260802289,4.195527660410489
russian blackmail,1,0,2,6.910936260802289,4.195527660410489
russian destabilization,1,0,2,6.910936260802289,4.195527660410489
russian exports,1,0,2,6.910936260802289,4.195527660410489
russian goliath,1,0,2,6.910936260802289,4.195527660410489
russian lie,1,0,2,6.910936260802289,4.195527660410489
russian market,1,0,2,6.910936260802289,4.195527660410489
russian murderer,1,0,2,6.910936260802289,4.195527660410489
russian nuclear,1,0,2,6.910936260802289,4.195527660410489
russian sham,1,0,2,6.910936260802289,4.195527660410489
are approaching,1,0,2,4.877435869081733,4.194998978288751
are currently,1,0,2,4.877435869081733,4.194998978288751
are effectively,1,0,2,4.877435869081733,4.194998978288751
are saving,1,0,2,4.877435869081733,4.194998978288751
are still,1,0,2,4.877435869081733,4.194998978288751
are definitely,1,0,2,4.366470482911602,4.191646294304922
are making,1,0,2,4.366470482911602,4.191646294304922
are ready,1,0,2,4.366470482911602,4.191646294304922
are trying,1,0,2,4.366470482911602,4.191646294304922
is present,1,0,2,4.126785210838533,4.184247328012994
are aware,2,0,2,6.505532572156411,4.182924865671511
are doing,2,0,2,6.505532572156411,4.182924865671511
provides us,1,0,2,4.859113787594403,4.179751577842066
helped us,1,0,2,4.34814838188801,4.174693717971515
wish us,1,0,2,4.34814838188801,4.174693717971515
which we,1,0,2,3.7283091755238056,4.173055544319763
those states,2,0,2,2.8420716696983144,4.1701227558972915
leadership on,1,0,2,3.8417214308802983,4.169824071646974
we made,1,0,2,3.8417214308802974,4.169824071646973
although we,1,0,2,6.865334785320383,4.169432237465865
historically we,1,0,2,6.865334785320383,4.169432237465865
news we,1,0,2,6.865334785320383,4.169432237465865
denmark for,3,0,2,3.4574400932755713,4.164855286657286
netherlands for,3,0,2,3.4574400932755713,4.164855286657286
common people,1,0,2,4.106644840303753,4.1646829451710206
polish people,1,0,2,4.106644840303753,4.1646829451710206
there is,1,0,2,4.106644840303753,4.1646829451710206
a result,1,0,2,3.7871921149644754,4.1547097643753474
a strong,1,0,2,3.7871921149644754,4.1547097643753474
the president,6,0,2,2.1214052451459313,4.151701891321927
including with,1,0,2,4.086896645567378,4.145475356949952
kyiv with,1,0,2,4.086896645567378,4.145475356949952
position with,1,0,2,4.086896645567378,4.145475356949952
abandoning russian,1,0,2,6.821710552623602,4.144384224414212
invaluable defense,1,0,2,6.821710552623602,4.144384224414212
real help,1,0,2,6.821710552623602,4.144384224414212
teach russian,1,0,2,6.821710552623602,4.144384224414212
two-day russian,1,0,2,6.821710552623602,4.144384224414212
have endured,1,0,2,6.821710552623602,4.144384224414211
have identified,1,0,2,6.821710552623602,4.144384224414211
have positively,1,0,2,6.821710552623602,4.144384224414211
their attention,1,0,2,3.81380237730445,4.141403664334187
their decisions,1,0,2,3.81380237730445,4.141403664334187
their unwavering,1,0,2,3.81380237730445,4.141403664334187
the occupiers,15,0,2,5.95287047820591,4.141003094588656
the sincere,5,0,2,2.49966455187048,4.13398477434695
supporting sanctions,1,0,2,3.6846847296002823,4.129121753905045
which russian,1,0,2,3.6846847296002823,4.129121753905045
with which,1,0,2,3.938270488657337,4.127218641322733
address you,1,0,2,4.067525540766149,4.126611794076493
position you,1,0,2,4.067525540766149,4.126611794076493
us by,1,0,2,3.7567473149041453,4.1235902177566635
fighters of,3,0,2,3.4203576017744384,4.120527103855822
the reconstruction,5,0,2,3.799548362154752,4.120062421541882
warriors from,1,0,2,3.661056948514638,4.119896090891337
commission for,3,0,2,3.1208229711136806,4.116129387710745
her for,3,0,2,3.1208229711136806,4.116129387710745
very grateful,1,0,2,4.2779957668553275,4.109634468332826
143 states,1,0,2,6.739754222018031,4.097117661478391
50 states,1,0,2,6.739754222018031,4.097117661478391
60 states,1,0,2,6.739754222018031,4.097117661478391
civilized states,1,0,2,6.739754222018031,4.097117661478391
never have,1,0,2,6.739754222018031,4.097117661478391
one hundred,1,0,2,6.739754222018031,4.097117661478391
stronger one,1,0,2,6.739754222018031,4.097117661478391
every volunteer,2,0,2,6.365058561090847,4.0946613154434335
bipartisan support,1,0,2,4.755620648656747,4.093390798305487
continued support,1,0,2,4.755620648656747,4.093390798305487
extraordinary support,1,0,2,4.755620648656747,4.093390798305487
full support,1,0,2,4.755620648656747,4.093390798305487
historic support,1,0,2,4.755620648656747,4.093390798305487
are defending,1,0,2,4.029858464349988,4.089868964278194
your resilience,1,0,2,3.7601773592761045,4.08660282308123
us on,2,0,2,2.7680494498063606,4.081733351091898
every company,1,0,2,4.73935136745411,4.079780228049506
every german,1,0,2,4.73935136745411,4.079780228049506
every human,1,0,2,4.73935136745411,4.079780228049506
every weapon,1,0,2,4.73935136745411,4.079780228049506
economic support,1,0,2,4.244655125618003,4.078634614606898
get support,1,0,2,4.244655125618003,4.078634614606898
political support,1,0,2,4.244655125618003,4.078634614606898
those countries,1,0,2,3.8045704387980956,4.075151763476087
those politicians,1,0,2,3.8045704387980956,4.075151763476087
who understand,9,0,2,5.914452153301978,4.0733623974062025
its understanding,1,0,2,3.6132895655416,4.071996042439646
gave us,1,0,2,4.011536343784673,4.071967322994512
service of,3,0,2,3.083740248333932,4.0676243784166175
sanctions on,1,0,2,3.698481097770852,4.063753353897768
every organization,1,0,2,4.2283858248408235,4.063489688764231
canada for,3,0,2,3.96841058159346,4.0591101955623925
fight for,3,0,2,3.96841058159346,4.0591101955623925
on the,8,0,2,1.6264993771433778,4.056206718267026
from your,1,0,2,3.6011637672607817,4.053269945862139
will work,1,0,2,3.5894586505487087,4.052453904452235
great people,1,0,2,3.8551906886748473,4.0439371127068675
defends severodonetsk,1,0,2,6.628110992246949,4.032326129025246
defends zaporizhzhia,1,0,2,6.628110992246949,4.032326129025246
leaders and,3,0,2,2.8796993639080606,4.026869824038356
i met,3,0,2,6.099383446502266,4.0263475962858815
i wish,3,0,2,6.099383446502266,4.0263475962858815
us defend,1,0,2,3.6314447019359672,4.024261225473762
attention to,6,0,2,5.9096590000555835,4.0228176622815734
supply of,3,0,2,3.931328321303887,4.021420796950157
accurate warriors,1,0,2,6.593485579194214,4.0121443452014605
joined the,4,0,2,2.679391174121649,4.008680468055777
with air,1,0,2,3.737460128390489,4.006678745386892
its new,1,0,2,3.5416912481590055,4.004319328441406
especially grateful,1,0,2,3.9413836505304314,4.003256609074756
sincerely grateful,1,0,2,3.9413836505304314,4.003256609074756
there are,1,0,2,3.9413836505304314,4.003256609074756
that continues,1,0,2,4.646844372034503,4.002225914032708
that respect,1,0,2,4.646844372034503,4.002225914032708
that russia's,1,0,2,4.646844372034503,4.002225914032708
that ukraine's,1,0,2,4.646844372034503,4.002225914032708
that without,1,0,2,4.646844372034503,4.002225914032708
each warrior,1,0,2,3.797063083836318,3.9853988929617867
who worked,8,0,2,5.800385607190149,3.9831295033847804
your cities,1,0,2,3.616936967770287,3.979431732900146
that any,1,0,2,4.135878711858818,3.977164523059712
that courage,1,0,2,4.135878711858818,3.977164523059712
that they,1,0,2,4.135878711858818,3.977164523059712
politicians who,3,0,2,3.298132718825972,3.974285370836529
on advanced,1,0,2,6.527609764570954,3.973642473686489
on awarding,1,0,2,6.527609764570954,3.973642473686489
on caesars,1,0,2,6.527609764570954,3.973642473686489
on strengthening,1,0,2,6.527609764570954,3.973642473686489
billion support,1,0,2,3.908042970149494,3.9705120111787577
clear support,1,0,2,3.908042970149494,3.9705120111787577
holding on,1,0,2,3.5731784458880496,3.9637873625208546
together on,1,0,2,3.5731784458880496,3.9637873625208546
country in,2,0,2,2.8754508127979523,3.963599202225433
fighting in,2,0,2,2.8754508127979523,3.963599202225433
ukraine was,1,0,2,3.637376728331855,3.9601301092631287
today we,1,0,2,3.496089501259722,3.9579938319899144
a chief,1,0,2,6.496217925900166,3.9552487798677887
a coalition,1,0,2,6.496217925900166,3.9552487798677887
a full-scale,1,0,2,6.496217925900166,3.9552487798677887
a lot,1,0,2,6.496217925900166,3.9552487798677887
a minimum,1,0,2,6.496217925900166,3.9552487798677887
a number,1,0,2,6.496217925900166,3.9552487798677887
a percentage,1,0,2,6.496217925900166,3.9552487798677887
a question,1,0,2,6.496217925900166,3.9552487798677887
a sense,1,0,2,6.496217925900166,3.9552487798677887
a two-day,1,0,2,6.496217925900166,3.9552487798677887
president giammattei,1,0,2,6.496217925900166,3.9552487798677887
president macron,1,0,2,6.496217925900166,3.9552487798677887
president recep,1,0,2,6.496217925900166,3.9552487798677887
president steinmeier,1,0,2,6.496217925900166,3.9552487798677887
into all,1,0,2,4.589531292103637,3.954044684806652
for being,3,0,2,3.863837413297327,3.9527913964421812
for everything,4,0,2,2.2711364364497566,3.9498819188829573
in mykolaiv,3,0,2,5.97912780530288,3.9478244245902605
is really,1,0,2,3.6745206599193656,3.9421590171105296
thank all,2,0,2,2.714246967639723,3.939352923780249
approving a,1,0,2,6.465773261832308,3.9373827752088086
back a,1,0,2,6.465773261832308,3.9373827752088086
convene a,1,0,2,6.465773261832308,3.9373827752088086
create a,1,0,2,6.465773261832308,3.9373827752088086
creating a,1,0,2,6.465773261832308,3.9373827752088086
evil state,1,0,2,6.465773261832308,3.9373827752088086
launched a,1,0,2,6.465773261832308,3.9373827752088086
least a,1,0,2,6.465773261832308,3.9373827752088086
people back,1,0,2,6.465773261832308,3.9373827752088086
people depended,1,0,2,6.465773261832308,3.9373827752088086
people right,1,0,2,6.465773261832308,3.9373827752088086
people through,1,0,2,6.465773261832308,3.9373827752088086
us resist,1,0,2,6.465773261832308,3.9373827752088086
us save,1,0,2,6.465773261832308,3.9373827752088086
supporting us,2,0,2,2.6771319975494507,3.934690678857587
defends positions,1,0,2,3.4910841021986236,3.9306375657732233
just all,1,0,2,4.0785655534432035,3.923512011516416
me all,1,0,2,4.0785655534432035,3.923512011516416
wish all,1,0,2,4.0785655534432035,3.923512011516416
hope that,2,0,2,6.093177112731756,3.9228753138826975
helps businesses,1,0,2,6.436220042642232,3.92001503006879
helps expand,1,0,2,6.436220042642232,3.92001503006879
helps investigate,1,0,2,6.436220042642232,3.92001503006879
and freedom,4,0,2,2.218830356050802,3.917934043488569
all journalists,2,0,2,3.5087273799985086,3.9108783141400303
fights for,4,0,2,2.1846829685192,3.9073376837206903
friends for,4,0,2,2.1846829685192,3.9073376837206903
the rescuers,4,0,2,3.086073716153662,3.906112971052973
based on,1,0,2,6.407507316797727,3.903118500355244
decree on,1,0,2,6.407507316797727,3.903118500355244
defeat on,1,0,2,6.407507316797727,3.903118500355244
depends on,1,0,2,6.407507316797727,3.903118500355244
focus on,1,0,2,6.407507316797727,3.903118500355244
focused on,1,0,2,6.407507316797727,3.903118500355244
view on,1,0,2,6.407507316797727,3.903118500355244
vote on,1,0,2,6.407507316797727,3.903118500355244
we created,1,0,2,6.407507316797727,3.903118500355244
we talked,1,0,2,6.407507316797727,3.903118500355244
understanding our,3,0,2,2.4236807240069185,3.9013654564563183
who ensure,3,0,2,2.9526495670408144,3.8959677633774787
who gave,3,0,2,3.8002394195463047,3.8880835143780157
who make,3,0,2,3.8002394195463047,3.8880835143780157
their depth,1,0,2,6.379588379868125,3.886668277429959
their high-quality,1,0,2,6.379588379868125,3.886668277429959
their invaluable,1,0,2,6.379588379868125,3.886668277429959
their moral,1,0,2,6.379588379868125,3.886668277429959
their obligations,1,0,2,6.379588379868125,3.886668277429959
their wounds,1,0,2,6.379588379868125,3.886668277429959
all ordinary,2,0,2,4.019695881318678,3.8831156839852836
what you,1,0,2,3.61526087267855,3.881162124945018
your service,1,0,2,3.4916342574748125,3.8785706531115682
other partners,1,0,2,3.5175327468554487,3.8758037294072945
you expect,1,0,2,4.496379615516535,3.875538186184277
helps our,5,0,2,1.8161825526438466,3.875299757050734
now on,1,0,2,3.46181328238357,3.869848404114925
for justice,3,0,2,2.764788443399572,3.8674843547326914
european friends,1,0,2,3.395428869992629,3.864079027555798
your resolute,1,0,2,6.325963595229891,3.855016512096443
your rhetoric,1,0,2,6.325963595229891,3.855016512096443
your squares,1,0,2,6.325963595229891,3.855016512096443
children that,1,0,2,4.471253092347199,3.8543229361319447
company that,1,0,2,4.471253092347199,3.8543229361319447
emphasize that,1,0,2,4.471253092347199,3.8543229361319447
expect that,1,0,2,4.471253092347199,3.8543229361319447
feel that,1,0,2,4.471253092347199,3.8543229361319447
flag that,1,0,2,4.471253092347199,3.8543229361319447
initiatives that,1,0,2,4.471253092347199,3.8543229361319447
nation that,1,0,2,4.471253092347199,3.8543229361319447
so that,1,0,2,4.471253092347199,3.8543229361319447
sure that,1,0,2,4.471253092347199,3.8543229361319447
think that,1,0,2,4.471253092347199,3.8543229361319447
representatives of,6,0,2,5.658679105896763,3.8527492513857498
states that,2,0,2,2.6570837575101827,3.8468927008183047
are really,1,0,2,3.5775937180954953,3.8422724525684036
friends of,4,0,2,2.1474835222833373,3.8415126274071185
their sincere,1,0,2,3.4338941704113495,3.8404908315084314
their willingness,1,0,2,3.4338941704113495,3.8404908315084314
uses every,1,0,2,6.300181733495302,3.839773996752416
you both,1,0,2,3.985413739295897,3.8360575563362342
ensure our,2,0,2,3.1819904206229133,3.82879002699061
will have,1,0,2,3.370508123251523,3.828671295352525
partners for,6,0,2,1.684856648860555,3.8285083886070064
on russia,1,0,2,3.3905822335936957,3.8255931128891594
eliminates their,1,0,2,6.275040980724884,3.8248955262064896
heals their,1,0,2,6.275040980724884,3.8248955262064896
postpone their,1,0,2,6.275040980724884,3.8248955262064896
shown their,1,0,2,6.275040980724884,3.8248955262064896
all british,2,0,2,3.172112245406204,3.817030945765099
terror that,1,0,2,3.9602871767740195,3.81241772770197
understands that,1,0,2,3.9602871767740195,3.81241772770197
address all,1,0,2,3.7419531822926144,3.806616876312467
strategic partners,1,0,2,6.226559919424061,3.7961638075238477
bringing this,2,0,2,5.878608112082305,3.786594410403723
go this,2,0,2,5.878608112082305,3.786594410403723
