docname,pre,keyword,post,id,date,id_day
text489,"are gripen aircraft . we have to achieve such a historically important result for us . , mr . president of lithuania ! gіtanas , my friend ! , i",thank you,"for the fact that lithuania became one of the first countries to help us . , even before the start of the full-scale invasion , when we have already been",489,2022-12-19,1
text489,"countries to help us . , even before the start of the full-scale invasion , when we have already been preparing for defense , you helped us . , i",thank you,"for that ! , and i am asking you to continue our cooperation next year . , we need both nasams , as you know , and "" stingers """,489,2022-12-19,1
text489,"and "" stingers "" , which we can get if your decision is made . , dear mr . prime minister of latvia ! mr . kariņš ! , i",thank you,"for your constant and principled support throughout the russian war . and let's reduce the time of this aggression even more actively ! , you can help us with artillery",489,2022-12-19,1
text489,"has already been achieved in the field of defense , in particular in anti-ship defense . , dear mr . president of finland ! mr . niinistö ! , i",thank you,"for the armored vehicles provided to us - the apcs that you provided help us a lot . , you have 122-mm and 152-mm caliber - they are vitally necessary",489,2022-12-19,1
text489,"restore our border , the stronger your security will be . i am sure of it . , dear mrs . prime minister ! mrs . jakobsdóttir ! , i",thank you,"for your demining initiatives and humanitarian leadership . , i am asking you to expand our cooperation next year , to create even more opportunities to protect our people from",489,2022-12-19,1
text489,"nicholas ask for air defense , weapons and victory - victory for themselves , victory for all ukrainians . our children understand everything . , let's act ! , i",thank you,"for your attention ! , i thank you all for your support ! , glory to ukraine !",489,2022-12-19,1
text489,"victory - victory for themselves , victory for all ukrainians . our children understand everything . , let's act ! , i thank you for your attention ! , i",thank you,"all for your support ! , glory to ukraine !",489,2022-12-19,1
text490,"appeal today was very specific . weapons , ammunition , new defense capabilities . . . everything that will allow us to speed up the end of this war .",thank you,"to the participants of the summit for the fact that we were heard today - we are waiting for new decisions regarding the supply of new weapons . , the",490,2022-12-19,2
text490,"a festive train leaves for the kharkiv region . on the 23rd – mykolaiv and kherson regions . they bring festive performances and more than 30 thousand gifts . ,",thank you,"to everyone at ukrzaliznytsia , unicef and the government who organized this project . , i would also like to thank unicef separately for more than 100 million dollars of",490,2022-12-19,2
text490,"particular those raising four or more children , children with disabilities , can receive financial assistance . , in total , the program will cover more than 600,000 ukrainians .",thank you,"for such support ! , thank you to all those who help our people in this terrible time ! thank you to everyone who protects ukrainians ! , and i",490,2022-12-19,2
