collocation,count,count_nested,length,lambda,z
stronger signals,1,0,2,9.738695453108875,5.561122847866498
200 tons,1,0,2,9.738695453108873,5.561122847866496
almost 250,1,0,2,9.738695453108873,5.561122847866496
anti-aircraft gunners,1,0,2,9.738695453108873,5.561122847866496
before delivering,1,0,2,9.738695453108873,5.561122847866496
come into,1,0,2,9.738695453108873,5.561122847866496
constant search,1,0,2,9.738695453108873,5.561122847866496
down some,1,0,2,9.738695453108873,5.561122847866496
eur 270,1,0,2,9.738695453108873,5.561122847866496
eur 50,1,0,2,9.738695453108873,5.561122847866496
evacuation points,1,0,2,9.738695453108873,5.561122847866496
evacuation routes,1,0,2,9.738695453108873,5.561122847866496
february 26,1,0,2,9.738695453108873,5.561122847866496
found refuge,1,0,2,9.738695453108873,5.561122847866496
given perhaps,1,0,2,9.738695453108873,5.561122847866496
glorious 93rd,1,0,2,9.738695453108873,5.561122847866496
law enforcement,1,0,2,9.738695453108873,5.561122847866496
local event,1,0,2,9.738695453108873,5.561122847866496
meaningful preparatory,1,0,2,9.738695453108873,5.561122847866496
oleksandr pohorenyi,1,0,2,9.738695453108873,5.561122847866496
other types,1,0,2,9.738695453108873,5.561122847866496
positive assessment,1,0,2,9.738695453108873,5.561122847866496
professional holidays,1,0,2,9.738695453108873,5.561122847866496
professor kocher,1,0,2,9.738695453108873,5.561122847866496
thanked him,1,0,2,9.738695453108873,5.561122847866496
then deployed,1,0,2,9.738695453108873,5.561122847866496
three dozen,1,0,2,9.738695453108873,5.561122847866496
three guaranteed,1,0,2,9.738695453108873,5.561122847866496
un independent,1,0,2,9.738695453108873,5.561122847866496
un member,1,0,2,9.738695453108873,5.561122847866496
vital contribution,1,0,2,9.738695453108873,5.561122847866496
vital supplies,1,0,2,9.738695453108873,5.561122847866496
without hesitation,1,0,2,9.738695453108873,5.561122847866496
wonderful irises,1,0,2,9.738695453108873,5.561122847866496
which effectively,1,0,2,6.534603877224373,5.55822637786446
now returning,1,0,2,5.845175738763444,5.554118546441018
news about,1,0,2,5.8451757387634435,5.554118546441017
saving us,2,0,2,4.6330204987590635,5.553240932192637
defend luhansk,1,0,2,5.1420887717742945,5.542676003911258
were shot,2,0,2,8.722757034222916,5.5311253089998935
one must,1,0,2,5.342546882201632,5.5298514634560965
saving ukrainians,1,0,2,5.342546882201632,5.5298514634560965
european council,1,0,2,5.508632630420018,5.52726840891035
european initiative,1,0,2,5.508632630420018,5.52726840891035
now allows,1,0,2,5.508632630420018,5.52726840891035
said about,1,0,2,5.508632630420018,5.52726840891035
say about,1,0,2,5.508632630420018,5.52726840891035
truly always,1,0,2,5.23503747650526,5.526398535591256
which bring,1,0,2,5.23503747650526,5.526398535591256
are capable,2,0,2,5.737746570365661,5.521193110179227
are waiting,2,0,2,5.737746570365661,5.521193110179227
about russian,2,0,2,3.788852642705636,5.516895591507247
when both,1,0,2,5.079445985801622,5.512998805539276
there be,2,0,2,3.8255269137669514,5.509161996046641
united also,2,0,2,3.796836311457523,5.502982368292
its people,2,0,2,4.063401434404006,5.499994708854514
we save,2,0,2,4.2338928293827705,5.49948870674691
we use,2,0,2,4.2338928293827705,5.49948870674691
are an,2,0,2,4.002647506999135,5.493069738002906
time after,1,0,2,5.03491172519007,5.490382368211087
currently at,1,0,2,5.083177415094349,5.490232193813656
that it,4,0,2,2.8155283376222253,5.488267556093551
as we’ve,1,0,2,6.441371755904555,5.487538875964311
was given,1,0,2,5.766562374854367,5.487055646341691
a joint,2,0,2,4.223068802387788,5.485964262094209
after hetman,2,0,2,8.639304623811167,5.48588561165161
defending odesa,2,0,2,8.639304623811167,5.48588561165161
positions are,2,0,2,4.050984414071426,5.483953441341512
defends their,1,0,2,5.006287230615233,5.475196598672285
250 years,1,0,2,9.40215246510798,5.471871477157757
alpha unit,1,0,2,9.40215246510798,5.471871477157757
any attempts,1,0,2,9.40215246510798,5.471871477157757
any nation,1,0,2,9.40215246510798,5.471871477157757
any seeds,1,0,2,9.40215246510798,5.471871477157757
chop detachment,1,0,2,9.40215246510798,5.471871477157757
critical infrastructure,1,0,2,9.40215246510798,5.471871477157757
damaged infrastructure,1,0,2,9.40215246510798,5.471871477157757
demining vehicle,1,0,2,9.40215246510798,5.471871477157757
don't forget,1,0,2,9.40215246510798,5.471871477157757
efficiently throughout,1,0,2,9.40215246510798,5.471871477157757
ever stronger,1,0,2,9.40215246510798,5.471871477157757
extraordinary g7,1,0,2,9.40215246510798,5.471871477157757
fifty attack,1,0,2,9.40215246510798,5.471871477157757
future victories,1,0,2,9.40215246510798,5.471871477157757
global brand,1,0,2,9.40215246510798,5.471871477157757
global threat,1,0,2,9.40215246510798,5.471871477157757
global trend,1,0,2,9.40215246510798,5.471871477157757
grain initiative,1,0,2,9.40215246510798,5.471871477157757
gratitude goes,1,0,2,9.40215246510798,5.471871477157757
high-profile news,1,0,2,9.40215246510798,5.471871477157757
historic rapprochement,1,0,2,9.40215246510798,5.471871477157757
historic sentences,1,0,2,9.40215246510798,5.471871477157757
indeed become,1,0,2,9.40215246510798,5.471871477157757
influential person,1,0,2,9.40215246510798,5.471871477157757
infrastructure facilities,1,0,2,9.40215246510798,5.471871477157757
iranian drones,1,0,2,9.40215246510798,5.471871477157757
legal order,1,0,2,9.40215246510798,5.471871477157757
lviv polytechnic,1,0,2,9.40215246510798,5.471871477157757
main center,1,0,2,9.40215246510798,5.471871477157757
motorized infantry,1,0,2,9.40215246510798,5.471871477157757
near bilohorivka,1,0,2,9.40215246510798,5.471871477157757
personal destiny,1,0,2,9.40215246510798,5.471871477157757
polish soil,1,0,2,9.40215246510798,5.471871477157757
prevail over,1,0,2,9.40215246510798,5.471871477157757
privately express,1,0,2,9.40215246510798,5.471871477157757
purpose unit,1,0,2,9.40215246510798,5.471871477157757
real battle-hardened,1,0,2,9.40215246510798,5.471871477157757
regarding antiheroes,1,0,2,9.40215246510798,5.471871477157757
senior lieutenant,1,0,2,9.40215246510798,5.471871477157757
sergeant vadym,1,0,2,9.40215246510798,5.471871477157757
sergeant vasyl,1,0,2,9.40215246510798,5.471871477157757
sergeant yevhen,1,0,2,9.40215246510798,5.471871477157757
seventy-eight years,1,0,2,9.40215246510798,5.471871477157757
shahed drones,1,0,2,9.40215246510798,5.471871477157757
shall prevail,1,0,2,9.40215246510798,5.471871477157757
shaman unit,1,0,2,9.40215246510798,5.471871477157757
significant replenishment,1,0,2,9.40215246510798,5.471871477157757
supply activities,1,0,2,9.40215246510798,5.471871477157757
utility workers,1,0,2,9.40215246510798,5.471871477157757
yet brief,1,0,2,9.40215246510798,5.471871477157757
awarding our,4,0,2,4.325927289154231,5.470430752276178
can make,1,0,2,4.992276493545634,5.467581701382702
fighters can,1,0,2,4.992276493545634,5.467581701382702
strike was,1,0,2,5.430019256463914,5.456857455140914
was bringing,1,0,2,5.430019256463914,5.456857455140914
was taken,1,0,2,5.430019256463914,5.456857455140914
not hundreds,1,0,2,6.397815787307804,5.454177151042039
not politics,1,0,2,6.397815787307804,5.454177151042039
now present,1,0,2,5.257247325393743,5.452167890835021
operations forces,2,0,2,8.562272776189133,5.44347829433059
separate air,2,0,2,3.7856335131535577,5.441439275074411
received a,2,0,2,5.648582925301586,5.438224803112612
provided us,2,0,2,4.180892869048328,5.433187518760666
new result,1,0,2,4.968149494034386,5.431969446301562
our common,4,0,2,3.8799688900182505,5.429078554977486
currently in,3,0,2,3.729975207950134,5.427405644581303
talk about,1,0,2,6.356072229229203,5.422013674785124
tell about,1,0,2,6.356072229229203,5.422013674785124
brigade led,1,0,2,6.356072229229202,5.4220136747851235
european cause,1,0,2,6.356072229229202,5.4220136747851235
european project,1,0,2,6.356072229229202,5.4220136747851235
parties of,5,0,2,4.141644378445508,5.419655887700429
warriors from,2,0,2,3.7142400694011575,5.417652093720781
an honor,1,0,2,4.9347574099760765,5.413531616864253
their positions,1,0,2,4.9347574099760765,5.413531616864253
every battle,2,0,2,5.612651334763317,5.404696717534881
europe summit,1,0,2,4.957943410462309,5.404648109973842
has just,1,0,2,4.957943410462309,5.404648109973842
always lose,2,0,2,8.49074300070717,5.403584602881533
minister fumio,2,0,2,8.49074300070717,5.403584602881533
croatia as,2,0,2,8.49074300070717,5.403584602881532
guarantee peace,2,0,2,8.49074300070717,5.403584602881532
returns peace,2,0,2,8.49074300070717,5.403584602881532
thanks guys,1,0,2,5.0982493263321595,5.400769908423889
became one,1,0,2,5.659104184118595,5.394185271872242
become one,1,0,2,5.659104184118595,5.394185271872242
free world,1,0,2,5.659104184118595,5.394185271872242
modern world,1,0,2,5.659104184118595,5.394185271872242
positive european,1,0,2,5.659104184118595,5.394185271872242
right now,1,0,2,5.659104184118595,5.394185271872242
sumy region,1,0,2,5.659104184118595,5.394185271872242
am also,3,0,2,3.091851722845944,5.392026745784685
more assistance,1,0,2,4.974822102076316,5.391663009627477
brigade and,6,0,2,2.455497517873957,5.387287778766027
95th airborne,1,0,2,9.150767280441281,5.3837734045474255
airborne sicheslav,1,0,2,9.150767280441281,5.3837734045474255
another blatant,1,0,2,9.150767280441281,5.3837734045474255
blatant terrorist,1,0,2,9.150767280441281,5.3837734045474255
common ground,1,0,2,9.150767280441281,5.3837734045474255
common mission,1,0,2,9.150767280441281,5.3837734045474255
countries knew,1,0,2,9.150767280441281,5.3837734045474255
darkest times,1,0,2,9.150767280441281,5.3837734045474255
different times,1,0,2,9.150767280441281,5.3837734045474255
dozen missiles,1,0,2,9.150767280441281,5.3837734045474255
enemy's attacks,1,0,2,9.150767280441281,5.3837734045474255
enforcement officers,1,0,2,9.150767280441281,5.3837734045474255
equipment delivered,1,0,2,9.150767280441281,5.3837734045474255
extend aid,1,0,2,9.150767280441281,5.3837734045474255
extremely relevant,1,0,2,9.150767280441281,5.3837734045474255
financial instrument,1,0,2,9.150767280441281,5.3837734045474255
find arguments,1,0,2,9.150767280441281,5.3837734045474255
inflicting significant,1,0,2,9.150767280441281,5.3837734045474255
many issues,1,0,2,9.150767280441281,5.3837734045474255
medical aid,1,0,2,9.150767280441281,5.3837734045474255
nasams systems,1,0,2,9.150767280441281,5.3837734045474255
ours last,1,0,2,9.150767280441281,5.3837734045474255
patriot systems,1,0,2,9.150767280441281,5.3837734045474255
public opinion,1,0,2,9.150767280441281,5.3837734045474255
public utilities,1,0,2,9.150767280441281,5.3837734045474255
selflessly under,1,0,2,9.150767280441281,5.3837734045474255
shoot down,1,0,2,9.150767280441281,5.3837734045474255
slow down,1,0,2,9.150767280441281,5.3837734045474255
ukraine's acquisition,1,0,2,9.150767280441281,5.3837734045474255
upcoming communication,1,0,2,9.150767280441281,5.3837734045474255
urgently restore,1,0,2,9.150767280441281,5.3837734045474255
we’ll find,1,0,2,9.150767280441281,5.3837734045474255
young officers,1,0,2,9.150767280441281,5.3837734045474255
difficult work,1,0,2,5.1786339413891875,5.379558771752799
meeting was,1,0,2,5.1786339413891875,5.379558771752799
two leaders,1,0,2,4.905558275375019,5.376114079262906
our cities,4,0,2,3.4278384649563285,5.374074727357001
5th separate,5,0,2,7.970688736614264,5.373128048928571
who holds,4,0,2,4.247870424687328,5.372681117664353
dnipropetrovsk region,3,0,2,8.186185994226083,5.372007181517759
week with,2,0,2,4.034636170424611,5.370506628507129
air shield,2,0,2,8.42398080969406,5.365933630520985
fruitful time,2,0,2,8.42398080969406,5.365933630520985
respected leaders,2,0,2,8.42398080969406,5.365933630520985
terrible time,2,0,2,8.42398080969406,5.365933630520985
down those,1,0,2,5.625696867005884,5.365051328011405
warm words,1,0,2,5.625696867005884,5.365051328011405
in poland,3,0,2,4.069080733887496,5.362829837658078
brigade many,1,0,2,5.056505748162352,5.3617772116281595
european values,1,0,2,5.056505748162352,5.3617772116281595
whose life,1,0,2,5.056505748162352,5.3617772116281595
excellent work,1,0,2,6.277458875365727,5.360964939776393
hard work,1,0,2,6.277458875365727,5.360964939776393
strategy was,1,0,2,6.277458875365727,5.360964939776393
yesterday was,1,0,2,6.277458875365727,5.360964939776393
was awarded,1,0,2,6.277458875365726,5.360964939776392
was convinced,1,0,2,6.277458875365726,5.360964939776392
great support,3,0,2,3.271438885152291,5.359991500415713
say one,1,0,2,5.322561050652263,5.359263277536431
whole europe,1,0,2,5.322561050652263,5.359263277536431
whole world,1,0,2,5.322561050652263,5.359263277536431
by helping,1,0,2,4.867995173799369,5.354647376944339
address both,1,0,2,4.902302692607732,5.353828787299238
its combat,1,0,2,4.902302692607731,5.353828787299237
for such,8,0,2,2.6872184730348585,5.35258634368484
from the,11,0,2,1.8693767656440157,5.348048651990999
service day,1,0,2,5.141521777889725,5.3449654543170935
mention the,7,0,2,3.9070698752727586,5.343369433286849
is exactly,2,0,2,4.445008568818449,5.334579421962329
in protecting,3,0,2,3.817694332092812,5.334249274561779
exemplary strength,1,0,2,6.240346726940009,5.3319397895532115
past day,1,0,2,6.240346726940009,5.3319397895532115
we raised,2,0,2,5.533460703654198,5.330628028739546
honorary award,2,0,2,8.361389631182952,5.330294035979499
strikes at,2,0,2,8.361389631182952,5.330294035979499
there should,2,0,2,8.361389631182952,5.330294035979499
president professor,3,0,2,8.115839956939901,5.328673476754312
decision has,1,0,2,4.846646908652318,5.322632945330041
a positive,2,0,2,5.522636696951259,5.320486229002578
a single,2,0,2,5.522636696951259,5.320486229002578
a true,2,0,2,5.522636696951259,5.320486229002578
we see,2,0,2,3.9235954255666683,5.318618148569392
is bringing,2,0,2,4.781552152471656,5.317492267284485
is doing,2,0,2,4.781552152471656,5.317492267284485
personal attention,2,0,2,4.781552152471655,5.317492267284484
thousands of,6,0,2,4.821693762312625,5.31597482484662
believe that,10,0,2,7.704430920653877,5.312949948371428
the national,7,0,2,2.986481258320557,5.30996770513334
more operational,1,0,2,4.849588087400096,5.305035771522715
today regarding,1,0,2,6.204557762568689,5.303831406071753
in battles,3,0,2,4.405624938842673,5.30376155039696
323 days,1,0,2,8.950025823586516,5.302881680120302
chevron separately,1,0,2,8.950025823586516,5.302881680120302
definitely drive,1,0,2,8.950025823586516,5.302881680120302
definitely meet,1,0,2,8.950025823586516,5.302881680120302
early days,1,0,2,8.950025823586516,5.302881680120302
encourages other,1,0,2,8.950025823586516,5.302881680120302
engineering troops,1,0,2,8.950025823586516,5.302881680120302
establishes justice,1,0,2,8.950025823586516,5.302881680120302
far east,1,0,2,8.950025823586516,5.302881680120302
far-reaching capabilities,1,0,2,8.950025823586516,5.302881680120302
general marko,1,0,2,8.950025823586516,5.302881680120302
give guidance,1,0,2,8.950025823586516,5.302881680120302
intelligence shaman,1,0,2,8.950025823586516,5.302881680120302
into force,1,0,2,8.950025823586516,5.302881680120302
me remind,1,0,2,8.950025823586516,5.302881680120302
personally recognize,1,0,2,8.950025823586516,5.302881680120302
put up,1,0,2,8.950025823586516,5.302881680120302
realizes how,1,0,2,8.950025823586516,5.302881680120302
result achieved,1,0,2,8.950025823586516,5.302881680120302
seven days,1,0,2,8.950025823586516,5.302881680120302
whose presence,1,0,2,8.950025823586516,5.302881680120302
communication with,2,0,2,5.5013294406893545,5.300509856964352
dream with,2,0,2,5.5013294406893545,5.300509856964352
russian leader,1,0,2,5.2568219593953405,5.298855211189925
support means,1,0,2,5.2568219593953405,5.298855211189925
support throughout,1,0,2,5.2568219593953405,5.298855211189925
an air,1,0,2,4.8054039501182695,5.298346801254558
our friends,4,0,2,3.2607117217157855,5.297406192863737
state awards,2,0,2,8.302478304614198,5.296467193754775
package was,1,0,2,4.977892354107923,5.287582861280855
